"GEOID","median_income","State","County","UnhealthyDaysMonth"
"38087",70625,"North Dakota","Slope",3.5564376834
"38089",78734,"North Dakota","Stark",3.4069789557
"38091",85750,"North Dakota","Steele",3.5063826946
"38093",59167,"North Dakota","Stutsman",3.7171734973
"38095",61250,"North Dakota","Towner",4.0124579263
"38097",81157,"North Dakota","Traill",3.3366125342
"38099",68082,"North Dakota","Walsh",3.7465364924
"38101",78143,"North Dakota","Ward",3.5697068733
"38103",59732,"North Dakota","Wells",3.7855568157
"38105",86139,"North Dakota","Williams",3.3895416817
"39001",46234,"Ohio","Adams",5.3312822457
"39003",58976,"Ohio","Allen",4.6233398069
"39005",62254,"Ohio","Ashland",4.5977363156
"39007",53663,"Ohio","Ashtabula",4.9821149182
"39009",48750,"Ohio","Athens",5.0295405902
"39011",75231,"Ohio","Auglaize",4.1860298595
"39013",56943,"Ohio","Belmont",4.7878664212
"39015",66677,"Ohio","Brown",4.581198214
"39017",77062,"Ohio","Butler",4.3013964535
"39019",59872,"Ohio","Carroll",4.8425786518
"39021",70486,"Ohio","Champaign",4.5597517669
"39023",58954,"Ohio","Clark",5.0667189779
"39025",79573,"Ohio","Clermont",4.3041897184
"39027",64210,"Ohio","Clinton",4.7879829131
"39029",55473,"Ohio","Columbiana",4.6759635752
"39031",52048,"Ohio","Coshocton",4.9990278089
"39033",52486,"Ohio","Crawford",4.9678307051
"39035",60074,"Ohio","Cuyahoga",4.37842211
"39037",60237,"Ohio","Darke",4.6604714169
"39039",69302,"Ohio","Defiance",4.3976205153
"39041",123995,"Ohio","Delaware",3.3286861833
"39043",65171,"Ohio","Erie",4.4298533765
"39045",82969,"Ohio","Fairfield",4.306654047
"39047",56773,"Ohio","Fayette",5.0251592651
"39049",71070,"Ohio","Franklin",4.2892344491
"39051",71453,"Ohio","Fulton",4.4024395433
"39053",55533,"Ohio","Gallia",4.7456722708
"39055",97162,"Ohio","Geauga",3.819888653
"39057",81243,"Ohio","Greene",3.9945415784
"39059",53901,"Ohio","Guernsey",5.1403267086
"39061",68249,"Ohio","Hamilton",4.4304807588
"39063",67006,"Ohio","Hancock",4.3666322022
"39065",55876,"Ohio","Hardin",5.1484899603
"39067",54056,"Ohio","Harrison",4.9223183419
"39069",71616,"Ohio","Henry",4.3641147305
"39071",60522,"Ohio","Highland",4.9253913251
"39073",59007,"Ohio","Hocking",4.8814403928
"39075",72987,"Ohio","Holmes",5.1450384667
"39077",64144,"Ohio","Huron",4.6489740738
"39079",56549,"Ohio","Jackson",5.2509312939
"39081",53124,"Ohio","Jefferson",5.0827451995
"39083",71246,"Ohio","Knox",4.480242442
"39085",76835,"Ohio","Lake",4.1009360098
"39087",51846,"Ohio","Lawrence",5.2298808109
"39089",78505,"Ohio","Licking",4.2672239999
"39091",69125,"Ohio","Logan",4.3582445548
"39093",67272,"Ohio","Lorain",4.3486252401
"39095",57265,"Ohio","Lucas",4.7220687395
"39097",77062,"Ohio","Madison",4.3927671665
"39099",54279,"Ohio","Mahoning",4.512104617
"39101",55106,"Ohio","Marion",4.937130726
"39103",89968,"Ohio","Medina",3.8100529323
"39105",46255,"Ohio","Meigs",5.6382679
"39107",73278,"Ohio","Mercer",4.2266175849
"39109",71440,"Ohio","Miami",4.1143696392
"39111",55381,"Ohio","Monroe",5.1942647563
"39113",61942,"Ohio","Montgomery",4.6854851179
"39115",51056,"Ohio","Morgan",5.2234594055
"39117",70412,"Ohio","Morrow",4.5912984486
"39119",56810,"Ohio","Muskingum",4.8165875057
"39121",51547,"Ohio","Noble",4.8937121514
"39123",69515,"Ohio","Ottawa",4.2645437689
"39125",65331,"Ohio","Paulding",4.6451682274
"39127",62899,"Ohio","Perry",4.9324580687
"39129",67600,"Ohio","Pickaway",4.5218280191
"39131",50832,"Ohio","Pike",5.4550553388
"39133",69796,"Ohio","Portage",4.2303533584
"39135",66355,"Ohio","Preble",4.4148215773
"39137",79453,"Ohio","Putnam",3.8115148047
"39139",56557,"Ohio","Richland",4.8760624417
"39141",58048,"Ohio","Ross",4.8914961966
"39143",60814,"Ohio","Sandusky",4.6716647642
"39145",46360,"Ohio","Scioto",5.3431994001
"39147",62476,"Ohio","Seneca",4.8032673728
"39149",73502,"Ohio","Shelby",4.3307484853
"39151",63130,"Ohio","Stark",4.1122738225
"39153",68360,"Ohio","Summit",4.5310118024
"39155",53537,"Ohio","Trumbull",4.9115342052
"39157",61953,"Ohio","Tuscarawas",4.6284594137
"39159",104496,"Ohio","Union",3.8765409778
"39161",64841,"Ohio","Van Wert",4.4991130464
"39163",50967,"Ohio","Vinton",5.1970178304
"39165",103128,"Ohio","Warren",3.5961767748
"39167",59053,"Ohio","Washington",4.6884345481
"39169",70320,"Ohio","Wayne",4.4464790007
"39171",60632,"Ohio","Williams",4.4860157874
"39173",70537,"Ohio","Wood",3.9498135504
"39175",68552,"Ohio","Wyandot",4.288655413
"40001",44955,"Oklahoma","Adair",6.1266736993
"40003",75028,"Oklahoma","Alfalfa",4.2384968236
"40005",49181,"Oklahoma","Atoka",5.0154142723
"40007",62981,"Oklahoma","Beaver",4.3748799491
"40009",51499,"Oklahoma","Beckham",4.8241778415
"40011",56843,"Oklahoma","Blaine",4.9547959496
"40013",54289,"Oklahoma","Bryan",4.8877073894
"40015",52443,"Oklahoma","Caddo",5.4762801765
"40017",82364,"Oklahoma","Canadian",4.0291491765
"40019",56390,"Oklahoma","Carter",4.8935284439
"40021",52410,"Oklahoma","Cherokee",5.3736076749
"40023",43252,"Oklahoma","Choctaw",5.4519465884
"40025",57100,"Oklahoma","Cimarron",4.0710413536
"40027",71757,"Oklahoma","Cleveland",4.1575396275
"40029",47117,"Oklahoma","Coal",5.6969219133
"40031",57150,"Oklahoma","Comanche",4.5675759508
"40033",60208,"Oklahoma","Cotton",5.0627345949
"40035",48018,"Oklahoma","Craig",5.4833654031
"40037",61657,"Oklahoma","Creek",4.8810988941
"40039",58669,"Oklahoma","Custer",4.6744102837
"40041",53290,"Oklahoma","Delaware",5.3086942097
"40043",61310,"Oklahoma","Dewey",4.6354174531
"40045",57768,"Oklahoma","Ellis",4.6205720505
"40047",64165,"Oklahoma","Garfield",4.388446735
"40049",53600,"Oklahoma","Garvin",4.8238620653
"40051",74349,"Oklahoma","Grady",4.1569598444
"40053",58980,"Oklahoma","Grant",4.6234772622
"40055",55204,"Oklahoma","Greer",4.9094544
"40057",55729,"Oklahoma","Harmon",5.1217840024
"40059",59934,"Oklahoma","Harper",4.6342423707
"40061",46239,"Oklahoma","Haskell",5.3095096322
"40063",44799,"Oklahoma","Hughes",5.2285506547
"40065",60954,"Oklahoma","Jackson",4.5127881353
"40067",48346,"Oklahoma","Jefferson",5.2149193922
"40069",48476,"Oklahoma","Johnston",5.3872419865
"40071",53746,"Oklahoma","Kay",4.9553773393
"40073",65167,"Oklahoma","Kingfisher",4.2708506242
"40075",42679,"Oklahoma","Kiowa",5.3607012154
"40077",42735,"Oklahoma","Latimer",5.4243722686
"40079",46750,"Oklahoma","Le Flore",5.1879051648
"40081",57656,"Oklahoma","Lincoln",4.7500105764
"40083",80565,"Oklahoma","Logan",4.13213504
"40085",60758,"Oklahoma","Love",4.9535017269
"40087",80150,"Oklahoma","McClain",4.3074751425
"40089",47046,"Oklahoma","McCurtain",5.5360231987
"40091",43467,"Oklahoma","McIntosh",5.3308850993
"40093",67621,"Oklahoma","Major",4.47320732
"40095",53734,"Oklahoma","Marshall",5.2930604329
"40097",56552,"Oklahoma","Mayes",5.4476207907
"40099",60213,"Oklahoma","Murray",4.8856653027
"40101",50289,"Oklahoma","Muskogee",5.2117315786
"40103",66813,"Oklahoma","Noble",4.46743028
"40105",50960,"Oklahoma","Nowata",5.0196972599
"40107",45429,"Oklahoma","Okfuskee",5.6255523314
"40109",62505,"Oklahoma","Oklahoma",4.0306434487
"40111",50819,"Oklahoma","Okmulgee",5.0234880624
"40113",58189,"Oklahoma","Osage",4.8125329556
"40115",46186,"Oklahoma","Ottawa",5.3870359355
"40117",56279,"Oklahoma","Pawnee",4.7790124857
"40119",46658,"Oklahoma","Payne",4.6000685186
"40121",53054,"Oklahoma","Pittsburg",4.9305081475
"40123",59457,"Oklahoma","Pontotoc",4.7602400577
"40125",58270,"Oklahoma","Pottawatomie",4.8950900739
"40127",42274,"Oklahoma","Pushmataha",5.4783112772
"40129",57574,"Oklahoma","Roger Mills",4.6604471648
"40131",75312,"Oklahoma","Rogers",4.2652052986
"40133",43239,"Oklahoma","Seminole",5.5831258436
"40135",47494,"Oklahoma","Sequoyah",5.4830601811
"40137",57065,"Oklahoma","Stephens",4.8515684494
"40139",55682,"Oklahoma","Texas",4.8748574156
"40141",46306,"Oklahoma","Tillman",5.0699906555
"40143",65229,"Oklahoma","Tulsa",4.6076952319
"40145",75082,"Oklahoma","Wagoner",4.5187424079
"40147",59426,"Oklahoma","Washington",4.5943673651
"40149",60600,"Oklahoma","Washita",4.694882137
"40151",50724,"Oklahoma","Woods",4.4010799825
"40153",61207,"Oklahoma","Woodward",4.8534196789
"41001",51657,"Oregon","Baker",4.3958671851
"41003",72882,"Oregon","Benton",4.1105171942
"41005",95740,"Oregon","Clackamas",3.8441442993
"41007",68025,"Oregon","Clatsop",4.2454033052
"41009",83265,"Oregon","Columbia",4.236294795
"41011",57563,"Oregon","Coos",4.6418751456
"41013",74969,"Oregon","Crook",4.315346293
"41015",64300,"Oregon","Curry",4.454229593
"41017",82042,"Oregon","Deschutes",3.7486100336
"41019",56440,"Oregon","Douglas",4.670887555
"41021",58409,"Oregon","Gilliam",4.6222830653
"41023",56045,"Oregon","Grant",4.5546416564
"41025",45462,"Oregon","Harney",4.9385288556
"41027",80254,"Oregon","Hood River",4.0587728554
"41029",67690,"Oregon","Jackson",4.5188560554
"41031",69345,"Oregon","Jefferson",4.6621686979
"41033",56068,"Oregon","Josephine",4.624189829
"41035",57219,"Oregon","Klamath",4.9053716531
"41037",54663,"Oregon","Lake",4.8168070885
"41039",65157,"Oregon","Lane",4.5995087496
"41041",57794,"Oregon","Lincoln",4.3820698677
"41043",69523,"Oregon","Linn",4.4039539306
"41045",48371,"Oregon","Malheur",5.2263372942
"41047",70926,"Oregon","Marion",4.8087848154
"41049",64975,"Oregon","Morrow",5.2399604257
"41051",83668,"Oregon","Multnomah",4.212799812
"41053",77353,"Oregon","Polk",4.1424884428
"41055",57171,"Oregon","Sherman",4.6894912684
"41057",63098,"Oregon","Tillamook",4.5013088906
"41059",70322,"Oregon","Umatilla",4.6707524741
"41061",61946,"Oregon","Union",4.5621268677
"41063",62238,"Oregon","Wallowa",4.0330308553
"41065",61316,"Oregon","Wasco",4.7320579561
"41067",100121,"Oregon","Washington",3.6824034309
"41069",50774,"Oregon","Wheeler",4.6608629512
"41071",80125,"Oregon","Yamhill",4.2922314474
"42001",78975,"Pennsylvania","Adams",4.2742869935
"42003",72537,"Pennsylvania","Allegheny",3.9487163096
"42005",61011,"Pennsylvania","Armstrong",4.3702274255
"42007",67194,"Pennsylvania","Beaver",3.9381652062
"42009",58337,"Pennsylvania","Bedford",4.6447041525
"42011",74617,"Pennsylvania","Berks",4.0584954099
"42013",59386,"Pennsylvania","Blair",4.3460288597
"42015",60650,"Pennsylvania","Bradford",4.3712599282
"42017",107826,"Pennsylvania","Bucks",3.6936673057
"42019",82932,"Pennsylvania","Butler",3.7673393157
"42021",54221,"Pennsylvania","Cambria",4.2653516704
"42023",46186,"Pennsylvania","Cameron",4.9308861008
"42025",64538,"Pennsylvania","Carbon",4.4084339658
"42027",70087,"Pennsylvania","Centre",4.1069454382
"42029",118574,"Pennsylvania","Chester",3.2516901642
"42031",58690,"Pennsylvania","Clarion",4.5056156188
"42033",56982,"Pennsylvania","Clearfield",4.5505550226
"42035",59011,"Pennsylvania","Clinton",4.5780492999
"42037",59457,"Pennsylvania","Columbia",4.5039801481
"42039",58734,"Pennsylvania","Crawford",4.553428414
"42041",82849,"Pennsylvania","Cumberland",3.6671629266
"42043",71046,"Pennsylvania","Dauphin",4.0903538628
"42045",86390,"Pennsylvania","Delaware",3.7587237052
"42047",61672,"Pennsylvania","Elk",4.3351442376
"42049",59396,"Pennsylvania","Erie",4.2447752735
"42051",55579,"Pennsylvania","Fayette",4.5987031199
"42053",46188,"Pennsylvania","Forest",4.756592684
"42055",71808,"Pennsylvania","Franklin",4.2330710016
"42057",63153,"Pennsylvania","Fulton",4.3962449639
"42059",66283,"Pennsylvania","Greene",4.3436956515
"42061",61300,"Pennsylvania","Huntingdon",4.4409078763
"42063",57170,"Pennsylvania","Indiana",4.3670351627
"42065",56607,"Pennsylvania","Jefferson",4.5227528497
"42067",61915,"Pennsylvania","Juniata",4.5710627007
"42069",63739,"Pennsylvania","Lackawanna",4.1957267227
"42071",81458,"Pennsylvania","Lancaster",4.2293898912
"42073",57585,"Pennsylvania","Lawrence",4.4750785652
"42075",72532,"Pennsylvania","Lebanon",4.3395690254
"42077",74973,"Pennsylvania","Lehigh",4.1723233741
"42079",60836,"Pennsylvania","Luzerne",4.4812337948
"42081",63437,"Pennsylvania","Lycoming",4.3171269615
"42083",57861,"Pennsylvania","McKean",4.5748323824
"42085",57353,"Pennsylvania","Mercer",4.4846725865
"42087",58012,"Pennsylvania","Mifflin",4.8775296569
"42089",80656,"Pennsylvania","Monroe",4.2149652639
"42091",107441,"Pennsylvania","Montgomery",3.4457595852
"42093",72626,"Pennsylvania","Montour",3.9705757227
"42095",82201,"Pennsylvania","Northampton",3.974953837
"42097",55952,"Pennsylvania","Northumberland",4.6367482108
"42099",76103,"Pennsylvania","Perry",4.2872524689
"42101",57537,"Pennsylvania","Philadelphia",4.588609676
"42103",76416,"Pennsylvania","Pike",4.0801384473
"42105",56491,"Pennsylvania","Potter",4.5637822127
"42107",63574,"Pennsylvania","Schuylkill",4.5549810747
"42109",65914,"Pennsylvania","Snyder",4.4775887172
"42111",57357,"Pennsylvania","Somerset",4.6230570785
"42113",62910,"Pennsylvania","Sullivan",4.3595868372
"42115",63968,"Pennsylvania","Susquehanna",4.2086070994
"42117",59707,"Pennsylvania","Tioga",4.509304835
"42119",64914,"Pennsylvania","Union",4.3249563209
"42121",59278,"Pennsylvania","Venango",4.5936480971
"42123",57925,"Pennsylvania","Warren",4.4814148787
"42125",74403,"Pennsylvania","Washington",4.020955855
"42127",59240,"Pennsylvania","Wayne",4.4111051404
"42129",69454,"Pennsylvania","Westmoreland",3.908337315
"42131",67968,"Pennsylvania","Wyoming",4.2714455298
"42133",79183,"Pennsylvania","York",4.1499678332
"44001",105875,"Rhode Island","Bristol",3.562180066
"44003",85732,"Rhode Island","Kent",3.96579474
"44005",96319,"Rhode Island","Newport",3.3749781001
"44007",72579,"Rhode Island","Providence",4.2895868346
"44009",99510,"Rhode Island","Washington",3.6301101617
"45001",49759,"South Carolina","Abbeville",4.4769563646
"45003",63212,"South Carolina","Aiken",4.0462144234
"45005",37096,"South Carolina","Allendale",4.940457765
"45007",62347,"South Carolina","Anderson",4.1915505401
"45009",43920,"South Carolina","Bamberg",4.572218281
"45011",42470,"South Carolina","Barnwell",4.8287002681
"45013",81260,"South Carolina","Beaufort",3.4036859034
"45015",77874,"South Carolina","Berkeley",3.9104247041
"45017",55550,"South Carolina","Calhoun",4.3465659491
"45019",78795,"South Carolina","Charleston",3.1907857023
"45021",47011,"South Carolina","Cherokee",4.4340543628
"45023",50022,"South Carolina","Chester",4.5512097898
"45025",46326,"South Carolina","Chesterfield",4.8036296915
"45027",48677,"South Carolina","Clarendon",4.5356036911
"45029",46795,"South Carolina","Colleton",4.5695705909
"45031",44317,"South Carolina","Darlington",4.3911878607
"45033",42454,"South Carolina","Dillon",5.3695404043
"45035",73686,"South Carolina","Dorchester",3.7990712826
"45037",60033,"South Carolina","Edgefield",4.3675480867
"45039",44521,"South Carolina","Fairfield",4.6873161699
"45041",56088,"South Carolina","Florence",4.302477543
"45043",59782,"South Carolina","Georgetown",3.9030154134
"45045",71328,"South Carolina","Greenville",3.5915484795
"45047",47553,"South Carolina","Greenwood",4.2160235698
"45049",40157,"South Carolina","Hampton",4.9131276305
"45051",59880,"South Carolina","Horry",4.2090685359
"45053",60452,"South Carolina","Jasper",4.1708721733
"45055",61343,"South Carolina","Kershaw",4.306687785
"45057",72186,"South Carolina","Lancaster",3.9189341559
"45059",52077,"South Carolina","Laurens",4.5312488417
"45061",39099,"South Carolina","Lee",5.102272643
"45063",71280,"South Carolina","Lexington",3.7755649591
"45065",55569,"South Carolina","McCormick",4.0983524875
"45067",35972,"South Carolina","Marion",4.8690893727
"45069",34275,"South Carolina","Marlboro",5.1466121975
"45071",56706,"South Carolina","Newberry",4.4602650936
"45073",56710,"South Carolina","Oconee",4.19358254
"45075",41020,"South Carolina","Orangeburg",4.7742677217
"45077",57628,"South Carolina","Pickens",4.1674777291
"45079",59850,"South Carolina","Richland",3.9286227756
"45081",51041,"South Carolina","Saluda",4.4998230466
"45083",61955,"South Carolina","Spartanburg",4.0896246678
"45085",53970,"South Carolina","Sumter",4.4116451747
"45087",42305,"South Carolina","Union",5.0105020595
"45089",40848,"South Carolina","Williamsburg",4.7505295103
"45091",80158,"South Carolina","York",3.4835917905
"46003",71490,"South Dakota","Aurora",3.3404880568
"46005",63813,"South Dakota","Beadle",3.6794481021
"46007",44821,"South Dakota","Bennett",4.921864045
"46009",57554,"South Dakota","Bon Homme",3.9341442332
"46011",64438,"South Dakota","Brookings",3.3572461305
"46013",70379,"South Dakota","Brown",3.4616320748
"46015",64821,"South Dakota","Brule",3.8489659748
"46017",42917,"South Dakota","Buffalo",5.5790108996
"46019",58106,"South Dakota","Butte",3.6690838868
"46021",66932,"South Dakota","Campbell",3.2852963041
"46023",60729,"South Dakota","Charles Mix",4.1970914527
"46025",59340,"South Dakota","Clark",3.3532035322
"46027",55963,"South Dakota","Clay",3.6957761068
"46029",65747,"South Dakota","Codington",3.4448753932
"46031",48125,"South Dakota","Corson",5.6387095221
"46033",75943,"South Dakota","Custer",3.2468881167
"46035",55606,"South Dakota","Davison",3.5963645196
"46037",57558,"South Dakota","Day",3.618645809
"46039",76997,"South Dakota","Deuel",3.4106925976
"46041",55077,"South Dakota","Dewey",5.0999528756
"46043",75048,"South Dakota","Douglas",3.6102619877
"46045",76806,"South Dakota","Edmunds",3.2499859368
"46047",54886,"South Dakota","Fall River",3.9312970798
"46049",56734,"South Dakota","Faulk",3.7801305335
"46051",70851,"South Dakota","Grant",3.3352522092
"46053",48272,"South Dakota","Gregory",3.7394981392
"46055",53109,"South Dakota","Haakon",3.6138406054
"46057",76995,"South Dakota","Hamlin",3.2408903273
"46059",72857,"South Dakota","Hand",3.3198239612
"46061",86827,"South Dakota","Hanson",3.1836523316
"46063",71484,"South Dakota","Harding",3.0876948376
"46065",83750,"South Dakota","Hughes",3.1719383107
"46067",69139,"South Dakota","Hutchinson",3.293623347
"46069",69712,"South Dakota","Hyde",3.3325952945
"46071",26078,"South Dakota","Jackson",4.9401323799
"46073",66607,"South Dakota","Jerauld",3.3461706178
"46075",61250,"South Dakota","Jones",3.3433646997
"46077",65964,"South Dakota","Kingsbury",3.3552881691
"46079",74884,"South Dakota","Lake",3.2089887424
"46081",62977,"South Dakota","Lawrence",3.2856615195
"46083",92317,"South Dakota","Lincoln",2.7859459375
"46085",60284,"South Dakota","Lyman",4.5337246603
"46087",74873,"South Dakota","McCook",3.1961509671
"46089",58529,"South Dakota","McPherson",3.7586992348
"46091",74018,"South Dakota","Marshall",3.2260449044
"46093",70256,"South Dakota","Meade",3.1354549029
"46095",41397,"South Dakota","Mellette",5.6071092639
"46097",62037,"South Dakota","Miner",3.4570771447
"46099",73110,"South Dakota","Minnehaha",3.3302864367
"46101",71469,"South Dakota","Moody",3.3770465691
"46102",32279,"South Dakota","Oglala Lakota",6.6604360794
"46103",67823,"South Dakota","Pennington",3.5510200125
"46105",64410,"South Dakota","Perkins",3.4788716854
"46107",71786,"South Dakota","Potter",3.2220084261
"46109",59022,"South Dakota","Roberts",4.4181426229
"46111",65806,"South Dakota","Sanborn",3.4292073187
"46115",65795,"South Dakota","Spink",3.3333881418
"46117",82298,"South Dakota","Stanley",2.9860622449
"46119",66875,"South Dakota","Sully",3.1239157785
"46121",33792,"South Dakota","Todd",6.6255957737
"46123",56758,"South Dakota","Tripp",4.1386035803
"46125",72312,"South Dakota","Turner",3.3806626995
"46127",82036,"South Dakota","Union",3.0765184568
"46129",57697,"South Dakota","Walworth",3.580997437
"46135",68847,"South Dakota","Yankton",3.1998685994
"46137",46023,"South Dakota","Ziebach",5.5597290674
"47001",60633,"Tennessee","Anderson",5.0831860613
"47003",59955,"Tennessee","Bedford",4.918302891
"47005",47737,"Tennessee","Benton",5.5789683119
"47007",51783,"Tennessee","Bledsoe",5.9268933072
"47009",70935,"Tennessee","Blount",4.5636709603
"47011",60692,"Tennessee","Bradley",4.7299088106
"47013",48258,"Tennessee","Campbell",5.8173844705
"47015",57651,"Tennessee","Cannon",5.1898675157
"47017",49700,"Tennessee","Carroll",5.1781701269
"47019",47994,"Tennessee","Carter",5.4840604181
"47021",77014,"Tennessee","Cheatham",4.6861003825
"47023",57471,"Tennessee","Chester",5.2809454909
"47025",42406,"Tennessee","Claiborne",5.5099459943
"47027",39572,"Tennessee","Clay",5.7904936325
"47029",45110,"Tennessee","Cocke",5.8450700961
"47031",57424,"Tennessee","Coffee",5.1967844348
"47033",59136,"Tennessee","Crockett",5.1776502484
"47035",56002,"Tennessee","Cumberland",5.2543922257
"47037",71863,"Tennessee","Davidson",4.2331634637
"47039",48466,"Tennessee","Decatur",5.4588232913
"47041",46907,"Tennessee","DeKalb",5.6022122088
"47043",68492,"Tennessee","Dickson",4.8020214493
"47045",53150,"Tennessee","Dyer",5.1305335661
"47047",81074,"Tennessee","Fayette",4.5915597257
"47049",47884,"Tennessee","Fentress",5.6690168633
"47051",57933,"Tennessee","Franklin",5.0773208767
"47053",55455,"Tennessee","Gibson",5.3233103514
"47055",56877,"Tennessee","Giles",5.1142510971
"47057",47098,"Tennessee","Grainger",5.4853455142
"47059",51975,"Tennessee","Greene",5.5172941477
"47061",47948,"Tennessee","Grundy",5.5431859715
"47063",49656,"Tennessee","Hamblen",5.5869320159
"47065",69069,"Tennessee","Hamilton",4.2515075989
"47067",31809,"Tennessee","Hancock",6.4748138805
"47069",43566,"Tennessee","Hardeman",5.5216919126
"47071",46902,"Tennessee","Hardin",5.7470110006
"47073",53647,"Tennessee","Hawkins",5.3551733579
"47075",44890,"Tennessee","Haywood",5.6992787308
"47077",51576,"Tennessee","Henderson",5.5654730718
"47079",48025,"Tennessee","Henry",5.3523821831
"47081",54669,"Tennessee","Hickman",5.2637179871
"47083",51544,"Tennessee","Houston",5.2331522331
"47085",54185,"Tennessee","Humphreys",5.1726859472
"47087",42357,"Tennessee","Jackson",5.7874087197
"47089",60393,"Tennessee","Jefferson",4.9944989685
"47091",47571,"Tennessee","Johnson",5.6084988713
"47093",68580,"Tennessee","Knox",4.5270809926
"47095",32064,"Tennessee","Lake",6.1703773349
"47097",46702,"Tennessee","Lauderdale",5.4781927994
"47099",51038,"Tennessee","Lawrence",5.5308851985
"47101",44613,"Tennessee","Lewis",5.5790750998
"47103",61374,"Tennessee","Lincoln",4.868512083
"47105",75008,"Tennessee","Loudon",4.5847075047
"47107",57982,"Tennessee","McMinn",5.0718566092
"47109",46920,"Tennessee","McNairy",5.6222491226
"47111",51215,"Tennessee","Macon",5.5919453785
"47113",55280,"Tennessee","Madison",4.9564729002
"47115",58139,"Tennessee","Marion",5.6283201223
"47117",65325,"Tennessee","Marshall",5.1187944347
"47119",71500,"Tennessee","Maury",4.6701457303
"47121",59434,"Tennessee","Meigs",5.2787946801
"47123",52123,"Tennessee","Monroe",5.3294716567
"47125",67890,"Tennessee","Montgomery",4.5254492451
"47127",69250,"Tennessee","Moore",5.2233159708
"47129",51971,"Tennessee","Morgan",5.7073571015
"47131",50638,"Tennessee","Obion",5.3184245931
"47133",46580,"Tennessee","Overton",5.4995726345
"47135",55978,"Tennessee","Perry",5.7448514901
"47137",44317,"Tennessee","Pickett",5.6004015607
"47139",53775,"Tennessee","Polk",5.2922512325
"47141",54371,"Tennessee","Putnam",5.0813393561
"47143",55568,"Tennessee","Rhea",5.4463067982
"47145",66460,"Tennessee","Roane",4.927987588
"47147",74440,"Tennessee","Robertson",4.8061318746
"47149",78291,"Tennessee","Rutherford",4.4332491695
"47151",39744,"Tennessee","Scott",6.1207938938
"47153",53038,"Tennessee","Sequatchie",5.5572788732
"47155",60103,"Tennessee","Sevier",5.0848293523
"47157",59621,"Tennessee","Shelby",4.8211829977
"47159",57677,"Tennessee","Smith",5.2001022911
"47161",57257,"Tennessee","Stewart",4.9761939961
"47163",54357,"Tennessee","Sullivan",5.1939609665
"47165",81883,"Tennessee","Sumner",4.2014783516
"47167",70674,"Tennessee","Tipton",5.0782913278
"47169",62018,"Tennessee","Trousdale",5.0069484944
"47171",49855,"Tennessee","Unicoi",5.4469437444
"47173",57094,"Tennessee","Union",5.3658242571
"47175",44730,"Tennessee","Van Buren",5.6394806479
"47177",52948,"Tennessee","Warren",5.6269337159
"47179",58507,"Tennessee","Washington",4.9099395829
"47181",49360,"Tennessee","Wayne",5.5924026359
"47183",47769,"Tennessee","Weakley",5.308780371
"47185",48220,"Tennessee","White",5.7242562845
"47187",125943,"Tennessee","Williamson",3.4120381474
"47189",89462,"Tennessee","Wilson",4.1258043198
"48001",57445,"Texas","Anderson",4.5169683509
"48003",86458,"Texas","Andrews",4.695795699
"48005",57055,"Texas","Angelina",4.9821339159
"48007",58168,"Texas","Aransas",4.5025955565
"48009",69954,"Texas","Archer",4.2349095668
"48011",70417,"Texas","Armstrong",3.9775605883
"48013",67442,"Texas","Atascosa",4.674633281
"48015",73556,"Texas","Austin",4.2201902779
"48017",69830,"Texas","Bailey",4.6348712227
"48019",70965,"Texas","Bandera",4.2930962343
"48021",80151,"Texas","Bastrop",4.3387155867
"48023",52716,"Texas","Baylor",4.2427015514
"48025",50283,"Texas","Bee",4.8767093202
"48027",62858,"Texas","Bell",4.4049055458
"48029",67275,"Texas","Bexar",4.5164568757
"48031",79717,"Texas","Blanco",4.0094478187
"48033",80625,"Texas","Borden",3.2927405914
"48035",63868,"Texas","Bosque",4.4456555494
"48037",56628,"Texas","Bowie",4.5674854417
"48039",91972,"Texas","Brazoria",3.8891190829
"48041",57562,"Texas","Brazos",4.1848098652
"48043",47747,"Texas","Brewster",4.0172538091
"48045",35446,"Texas","Briscoe",5.5880523891
"48047",30566,"Texas","Brooks",5.4864927016
"48049",53792,"Texas","Brown",4.5056917331
"48051",71745,"Texas","Burleson",4.2660462842
"48053",71482,"Texas","Burnet",4.2206483832
"48055",66779,"Texas","Caldwell",4.7220518989
"48057",62267,"Texas","Calhoun",4.364638584
"48059",63906,"Texas","Callahan",4.2427862062
"48061",47435,"Texas","Cameron",5.3224232858
"48063",53968,"Texas","Camp",4.9241433914
"48065",83199,"Texas","Carson",4.0127125803
"48067",54303,"Texas","Cass",4.7345915208
"48069",59886,"Texas","Castro",4.7632208189
"48071",106103,"Texas","Chambers",4.1059973256
"48073",56971,"Texas","Cherokee",4.941141751
"48075",56063,"Texas","Childress",5.0105766439
"48077",75227,"Texas","Clay",4.0966857482
"48079",41597,"Texas","Cochran",5.8226568174
"48081",40230,"Texas","Coke",4.7447080561
"48083",51034,"Texas","Coleman",4.5214402137
"48085",113255,"Texas","Collin",3.3396859865
"48087",52045,"Texas","Collingsworth",4.8893614915
"48089",63352,"Texas","Colorado",4.4573107979
"48091",93744,"Texas","Comal",3.5433242712
"48093",57383,"Texas","Comanche",4.448141545
"48095",55750,"Texas","Concho",4.9812361513
"48097",66374,"Texas","Cooke",4.3496559171
